pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_lm	pr_is_bing
6451	SH3BGRL	SH3 domain binding glutamate rich protein like	0	1
2026	ENO2	enolase 2 (gamma, neuronal)	0	1
10494	STK25	serine/threonine kinase 25	1	1
10581	IFITM2	interferon induced transmembrane protein 2	0	1
5683	PSMA2	proteasome subunit alpha 2	0	0
10627	MYL12A	myosin light chain 12A	0	1
6601	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	0	1
506	ATP5B	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	0	1
10969	EBNA1BP2	EBNA1 binding protein 2	1	1
2012	EMP1	epithelial membrane protein 1	0	1
908	CCT6A	chaperonin containing TCP1 subunit 6A	0	1
2114	ETS2	v-ets avian erythroblastosis virus E26 oncogene homolog 2	0	1
5917	RARS	arginyl-tRNA synthetase	0	1
6778	STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	0	1
23365	ARHGEF12	Rho guanine nucleotide exchange factor 12	1	1
9341	VAMP3	vesicle associated membrane protein 3	0	1
6342	SCP2	sterol carrier protein 2	1	1
8507	ENC1	ectodermal-neural cortex 1	0	1
6631	SNRPC	small nuclear ribonucleoprotein polypeptide C	0	1
7322	UBE2D2	ubiquitin conjugating enzyme E2D 2	0	1
79602	ADIPOR2	adiponectin receptor 2	0	1
9368	SLC9A3R1	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 1	0	1
2319	FLOT2	flotillin 2	0	1
10730	YME1L1	YME1 like 1 ATPase	1	1
11176	BAZ2A	bromodomain adjacent to zinc finger domain 2A	0	1
1315	COPB1	coatomer protein complex subunit beta 1	0	1
1471	CST3	cystatin C	0	1
79073	TMEM109	transmembrane protein 109	1	1
4947	OAZ2	ornithine decarboxylase antizyme 2	0	1
678	ZFP36L2	ZFP36 ring finger protein-like 2	0	1
8452	CUL3	cullin 3	0	1
5339	PLEC	plectin	0	1
5516	PPP2CB	protein phosphatase 2, catalytic subunit, beta isozyme	0	1
3185	HNRNPF	heterogeneous nuclear ribonucleoprotein F	0	1
9898	UBAP2L	ubiquitin associated protein 2 like	0	1
7165	TPD52L2	tumor protein D52-like 2	1	1
10491	CRTAP	cartilage associated protein	1	1
4077	NBR1	neighbor of BRCA1 gene 1	0	1
1665	DHX15	DEAH-box helicase 15	0	1
7345	UCHL1	ubiquitin C-terminal hydrolase L1	0	1
5709	PSMD3	proteasome 26S subunit, non-ATPase 3	0	1
3678	ITGA5	integrin subunit alpha 5	0	1
1460	CSNK2B	casein kinase 2 beta	0	1
10131	TRAP1	TNF receptor-associated protein 1	1	1
3482	IGF2R	insulin like growth factor 2 receptor	1	1
10181	RBM5	RNA binding motif protein 5	0	1
6449	SGTA	small glutamine rich tetratricopeptide repeat containing alpha	0	1
26227	PHGDH	phosphoglycerate dehydrogenase	1	1
23471	TRAM1	translocation associated membrane protein 1	0	1
5691	PSMB3	proteasome subunit beta 3	0	1
156	ADRBK1	adrenergic, beta, receptor kinase 1	0	1
4259	MGST3	microsomal glutathione S-transferase 3	0	1
10980	COPS6	COP9 signalosome subunit 6	0	1
6173	RPL36A	ribosomal protein L36a	0	0
5500	PPP1CB	protein phosphatase 1, catalytic subunit, beta isozyme	0	1
55041	PLEKHB2	pleckstrin homology domain containing B2	0	1
26020	LRP10	LDL receptor related protein 10	1	1
3295	HSD17B4	hydroxysteroid (17-beta) dehydrogenase 4	0	1
4676	NAP1L4	nucleosome assembly protein 1-like 4	0	1
2937	GSS	glutathione synthetase	0	1
6659	SOX4	SRY-box 4	1	1
8314	BAP1	BRCA1 associated protein 1	0	1
79084	WDR77	WD repeat domain 77	0	1
10437	IFI30	interferon, gamma-inducible protein 30	0	0
8451	CUL4A	cullin 4A	0	1
217	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	0	1
7431	VIM	vimentin	0	1
6414	SEPP1	selenoprotein P, plasma, 1	0	1
1364	CLDN4	claudin 4	0	1
6168	RPL37A	ribosomal protein L37a	0	1
1809	DPYSL3	dihydropyrimidinase like 3	0	1
847	CAT	catalase	1	1
9791	PTDSS1	phosphatidylserine synthase 1	0	1
7265	TTC1	tetratricopeptide repeat domain 1	0	1
1977	EIF4E	eukaryotic translation initiation factor 4E	0	1
1293	COL6A3	collagen type VI alpha 3	0	1
8729	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1	0	1
9416	DDX23	DEAD-box helicase 23	0	1
1340	COX6B1	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)	0	1
10159	ATP6AP2	ATPase, H+ transporting, lysosomal accessory protein 2	0	1
1266	CNN3	calponin 3	0	1
7072	TIA1	TIA1 cytotoxic granule-associated RNA binding protein	0	1
6009	RHEB	Ras homolog enriched in brain	1	1
9520	NPEPPS	aminopeptidase puromycin sensitive	0	1
9184	BUB3	BUB3 mitotic checkpoint protein	0	1
10856	RUVBL2	RuvB-like AAA ATPase 2	0	1
9261	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	1	1
9805	SCRN1	secernin 1	1	1
6888	TALDO1	transaldolase 1	0	1
3725	JUN	jun proto-oncogene	1	1
1728	NQO1	NAD(P)H dehydrogenase, quinone 1	0	1
6464	SHC1	SHC (Src homology 2 domain containing) transforming protein 1	1	1
9446	GSTO1	glutathione S-transferase omega 1	0	1
8878	SQSTM1	sequestosome 1	1	1
7411	VBP1	von Hippel-Lindau binding protein 1	0	1
3726	JUNB	jun B proto-oncogene	0	1
3675	ITGA3	integrin subunit alpha 3	0	1
4141	MARS	methionyl-tRNA synthetase	0	1
6240	RRM1	ribonucleotide reductase catalytic subunit M1	0	1
1736	DKC1	dyskeratosis congenita 1, dyskerin	0	1
6829	SUPT5H	SPT5 homolog, DSIF elongation factor subunit	0	1
5834	PYGB	phosphorylase, glycogen; brain	0	1
5768	QSOX1	quiescin sulfhydryl oxidase 1	0	1
6827	SUPT4H1	SPT4 homolog, DSIF elongation factor subunit	0	1
5955	RCN2	reticulocalbin 2	0	1
1075	CTSC	cathepsin C	0	1
10105	PPIF	peptidylprolyl isomerase F	0	1
10598	AHSA1	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)	0	1
6171	RPL41	ribosomal protein L41	0	1
23369	PUM2	pumilio RNA binding family member 2	0	1
5547	PRCP	prolylcarboxypeptidase	1	1
4629	MYH11	myosin, heavy chain 11, smooth muscle	0	1
7874	USP7	ubiquitin specific peptidase 7 (herpes virus-associated)	1	1
6992	PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11	0	1
2926	GRSF1	G-rich RNA sequence binding factor 1	0	1
4792	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	1	1
10146	G3BP1	GTPase activating protein (SH3 domain) binding protein 1	1	1
3912	LAMB1	laminin subunit beta 1	0	1
7045	TGFBI	transforming growth factor beta induced	0	1
5201	PFDN1	prefoldin subunit 1	0	1
3487	IGFBP4	insulin like growth factor binding protein 4	0	1
14	AAMP	angio associated migratory cell protein	0	1
7247	TSN	translin	0	1
6723	SRM	spermidine synthase	0	1
10951	CBX1	chromobox 1	0	1
9868	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	1	1
22916	NCBP2	nuclear cap binding protein subunit 2	0	1
347	APOD	apolipoprotein D	0	1
381	ARF5	ADP ribosylation factor 5	0	1
9296	ATP6V1F	ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F	0	1
6117	RPA1	replication protein A1	1	1
7538	ZFP36	ZFP36 ring finger protein	1	1
5684	PSMA3	proteasome subunit alpha 3	0	1
1499	CTNNB1	catenin beta 1	0	1
5412	UBL3	ubiquitin like 3	0	1
1845	DUSP3	dual specificity phosphatase 3	1	1
10467	ZNHIT1	zinc finger, HIT-type containing 1	0	1
56681	SAR1A	secretion associated Ras related GTPase 1A	0	1
9320	TRIP12	thyroid hormone receptor interactor 12	0	1
10765	KDM5B	lysine (K)-specific demethylase 5B	1	1
3916	LAMP1	lysosomal associated membrane protein 1	0	1
4172	MCM3	minichromosome maintenance complex component 3	1	1
6844	VAMP2	vesicle associated membrane protein 2	0	0
25932	CLIC4	chloride intracellular channel 4	1	1
22883	CLSTN1	calsyntenin 1	1	1
6652	SORD	sorbitol dehydrogenase	0	1
6624	FSCN1	fascin actin-bundling protein 1	0	1
3398	ID2	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	1	1
2803	GOLGA4	golgin A4	0	1
27089	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII	0	1
25813	SAMM50	SAMM50 sorting and assembly machinery component	0	1
1635	DCTD	dCMP deaminase	1	1
2107	ETF1	eukaryotic translation termination factor 1	0	1
22938	SNW1	SNW domain containing 1	0	1
2720	GLB1	galactosidase beta 1	0	1
4830	NME1	NME/NM23 nucleoside diphosphate kinase 1	0	0
5420	PODXL	podocalyxin like	0	1
2195	FAT1	FAT atypical cadherin 1	1	1
56255	TMX4	thioredoxin related transmembrane protein 4	0	1
10212	DDX39A	DEAD-box helicase 39A	0	1
6421	SFPQ	splicing factor proline/glutamine-rich	0	1
3654	IRAK1	interleukin 1 receptor associated kinase 1	0	1
9352	TXNL1	thioredoxin like 1	0	1
8243	SMC1A	structural maintenance of chromosomes 1A	1	1
11188	NISCH	nischarin	1	1
8667	EIF3H	eukaryotic translation initiation factor 3 subunit H	0	1
9989	PPP4R1	protein phosphatase 4 regulatory subunit 1	0	1
55854	ZC3H15	zinc finger CCCH-type containing 15	0	1
3875	KRT18	keratin 18, type I	0	1
1347	COX7A2	cytochrome c oxidase subunit VIIa polypeptide 2 (liver)	0	1
3636	INPPL1	inositol polyphosphate phosphatase like 1	0	1
4942	OAT	ornithine aminotransferase	0	1
11331	PHB2	prohibitin 2	0	1
8519	IFITM1	interferon induced transmembrane protein 1	0	1
4659	PPP1R12A	protein phosphatase 1 regulatory subunit 12A	0	1
1265	CNN2	calponin 2	0	1
11137	PWP1	PWP1 homolog, endonuclein	1	1
23463	ICMT	isoprenylcysteine carboxyl methyltransferase	1	1
223	ALDH9A1	aldehyde dehydrogenase 9 family member A1	0	1
8906	AP1G2	adaptor related protein complex 1 gamma 2 subunit	0	1
8607	RUVBL1	RuvB like AAA ATPase 1	1	1
800	CALD1	caldesmon 1	0	1
10935	PRDX3	peroxiredoxin 3	0	1
8720	MBTPS1	membrane bound transcription factor peptidase, site 1	1	1
4681	NBL1	neuroblastoma 1, DAN family BMP antagonist	0	1
27044	SND1	staphylococcal nuclease and tudor domain containing 1	0	1
1615	DARS	aspartyl-tRNA synthetase	0	1
3638	INSIG1	insulin induced gene 1	1	1
10670	RRAGA	Ras-related GTP binding A	1	1
8870	IER3	immediate early response 3	1	1
1967	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha	0	1
80777	CYB5B	cytochrome b5 type B (outer mitochondrial membrane)	0	1
8087	FXR1	fragile X mental retardation, autosomal homolog 1	0	1
1209	CLPTM1	cleft lip and palate associated transmembrane protein 1	0	1
684	BST2	bone marrow stromal cell antigen 2	0	1
3460	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)	0	1
3371	TNC	tenascin C	0	1
950	SCARB2	scavenger receptor class B member 2	0	1
3716	JAK1	Janus kinase 1	0	1
9246	UBE2L6	ubiquitin conjugating enzyme E2L 6	1	1
3880	KRT19	keratin 19, type I	0	1
11252	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	0	1
10987	COPS5	COP9 signalosome subunit 5	0	1
10175	CNIH1	cornichon family AMPA receptor auxiliary protein 1	0	1
3339	HSPG2	heparan sulfate proteoglycan 2	0	1
400	ARL1	ADP ribosylation factor like GTPase 1	0	1
2181	ACSL3	acyl-CoA synthetase long-chain family member 3	0	1
10051	SMC4	structural maintenance of chromosomes 4	1	1
7076	TIMP1	TIMP metallopeptidase inhibitor 1	0	1
2697	GJA1	gap junction protein alpha 1	0	1
4082	MARCKS	myristoylated alanine rich protein kinase C substrate	0	1
9097	USP14	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)	1	1
2997	GYS1	glycogen synthase 1	0	1
8165	AKAP1	A-kinase anchoring protein 1	0	1
56941	HMCES	5-hydroxymethylcytosine (hmC) binding, ES cell-specific	0	1
51593	SRRT	serrate, RNA effector molecule	0	1
9231	DLG5	discs large homolog 5	0	1
9512	PMPCB	peptidase (mitochondrial processing) beta	0	1
9878	TOX4	TOX high mobility group box family member 4	0	1
8539	API5	apoptosis inhibitor 5	0	1
7163	TPD52	tumor protein D52	0	1
1958	EGR1	early growth response 1	1	1
4860	PNP	purine nucleoside phosphorylase	1	1
6429	SRSF4	serine/arginine-rich splicing factor 4	0	1
1786	DNMT1	DNA (cytosine-5-)-methyltransferase 1	1	1
5706	PSMC6	proteasome 26S subunit, ATPase 6	0	1
896	CCND3	cyclin D3	1	1
10424	PGRMC2	progesterone receptor membrane component 2	0	1
5514	PPP1R10	protein phosphatase 1 regulatory subunit 10	0	1
955	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)	0	1
5713	PSMD7	proteasome 26S subunit, non-ATPase 7	0	1
5824	PEX19	peroxisomal biogenesis factor 19	0	1
8508	NIPSNAP1	nipsnap homolog 1 (C. elegans)	1	1
4605	MYBL2	v-myb avian myeloblastosis viral oncogene homolog-like 2	1	1
5903	RANBP2	RAN binding protein 2	0	1
7283	TUBG1	tubulin gamma 1	0	1
22985	ACIN1	apoptotic chromatin condensation inducer 1	0	1
740	MRPL49	mitochondrial ribosomal protein L49	0	1
2037	EPB41L2	erythrocyte membrane protein band 4.1-like 2	1	1
7805	LAPTM5	lysosomal protein transmembrane 5	0	1
2589	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1	0	1
8872	CDC123	cell division cycle 123	0	1
1994	ELAVL1	ELAV like RNA binding protein 1	1	1
9703	KIAA0100	KIAA0100	1	1
7175	TPR	translocated promoter region, nuclear basket protein	0	1
1182	CLCN3	chloride channel, voltage-sensitive 3	0	1
10299	MARCH6	membrane associated ring-CH-type finger 6	0	1
10289	EIF1B	eukaryotic translation initiation factor 1B	0	1
6446	SGK1	serum/glucocorticoid regulated kinase 1	0	1
4722	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	0	1
6426	SRSF1	serine/arginine-rich splicing factor 1	0	1
929	CD14	CD14 molecule	0	1
4060	LUM	lumican	0	1
5756	TWF1	twinfilin actin binding protein 1	0	1
7157	TP53	tumor protein p53	1	1
6294	SAFB	scaffold attachment factor B	0	1
1889	ECE1	endothelin converting enzyme 1	0	1
9929	JOSD1	Josephin domain containing 1	0	1
1345	COX6C	cytochrome c oxidase subunit VIc	0	1
6118	RPA2	replication protein A2	1	1
7251	TSG101	tumor susceptibility 101	0	1
55884	WSB2	WD repeat and SOCS box containing 2	0	1
10797	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	1	1
5721	PSME2	proteasome activator subunit 2	1	1
1616	DAXX	death-domain associated protein	1	1
79022	TMEM106C	transmembrane protein 106C	0	1
3073	HEXA	hexosaminidase subunit alpha	0	1
60528	ELAC2	elaC ribonuclease Z 2	1	1
9685	CLINT1	clathrin interactor 1	0	1
6626	SNRPA	small nuclear ribonucleoprotein polypeptide A	0	1
10067	SCAMP3	secretory carrier membrane protein 3	0	1
51582	AZIN1	antizyme inhibitor 1	0	1
23394	ADNP	activity-dependent neuroprotector homeobox	0	1
9918	NCAPD2	non-SMC condensin I complex subunit D2	1	1
9813	EFCAB14	EF-hand calcium binding domain 14	1	1
11342	RNF13	ring finger protein 13	0	1
9049	AIP	aryl hydrocarbon receptor interacting protein	0	1
5970	RELA	v-rel avian reticuloendotheliosis viral oncogene homolog A	0	1
10944	C11orf58	chromosome 11 open reading frame 58	0	1
6035	RNASE1	ribonuclease A family member 1, pancreatic	0	1
103	ADAR	adenosine deaminase, RNA-specific	0	1
11325	DDX42	DEAD-box helicase 42	1	1
1717	DHCR7	7-dehydrocholesterol reductase	0	1
165	AEBP1	AE binding protein 1	0	1
9887	SMG7	SMG7 nonsense mediated mRNA decay factor	0	1
3930	LBR	lamin B receptor	1	1
7407	VARS	valyl-tRNA synthetase	0	1
26509	MYOF	myoferlin	0	1
5007	OSBP	oxysterol binding protein	0	1
2030	SLC29A1	solute carrier family 29 (equilibrative nucleoside transporter), member 1	0	1
5431	POLR2B	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	0	1
1155	TBCB	tubulin folding cofactor B	0	1
5571	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1	0	1
9559	VPS26A	VPS26 retromer complex component A	0	1
2022	ENG	endoglin	0	1
9467	SH3BP5	SH3-domain binding protein 5 (BTK-associated)	1	1
9779	TBC1D5	TBC1 domain family member 5	0	1
2631	GBAS	glioblastoma amplified sequence	0	1
9690	UBE3C	ubiquitin protein ligase E3C	1	1
79888	LPCAT1	lysophosphatidylcholine acyltransferase 1	0	1
949	SCARB1	scavenger receptor class B member 1	1	1
3852	KRT5	keratin 5, type II	0	1
9604	RNF14	ring finger protein 14	0	1
51097	SCCPDH	saccharopine dehydrogenase (putative)	1	1
6603	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	1	1
8933	FAM127A	family with sequence similarity 127 member A	0	1
10276	NET1	neuroepithelial cell transforming 1	1	1
8615	USO1	USO1 vesicle transport factor	0	1
3066	HDAC2	histone deacetylase 2	1	1
5564	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1	0	1
9913	SUPT7L	SPT7-like STAGA complex gamma subunit	0	1
4072	EPCAM	epithelial cell adhesion molecule	0	1
4738	NEDD8	neural precursor cell expressed, developmentally down-regulated 8	0	0
3315	HSPB1	heat shock protein family B (small) member 1	1	1
2202	EFEMP1	EGF containing fibulin-like extracellular matrix protein 1	0	1
23429	RYBP	RING1 and YY1 binding protein	0	1
3988	LIPA	lipase A, lysosomal acid	1	1
664	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3	1	1
822	CAPG	capping actin protein, gelsolin like	0	1
6455	SH3GL1	SH3-domain GRB2-like 1	0	1
994	CDC25B	cell division cycle 25B	1	1
23300	ATMIN	ATM interactor	1	1
51663	ZFR	zinc finger RNA binding protein	0	1
5552	SRGN	serglycin	0	1
5327	PLAT	plasminogen activator, tissue type	0	1
9208	LRRFIP1	leucine rich repeat (in FLII) interacting protein 1	0	1
26017	FAM32A	family with sequence similarity 32 member A	0	1
2664	GDI1	GDP dissociation inhibitor 1	0	1
10953	TOMM34	translocase of outer mitochondrial membrane 34	1	1
51035	UBXN1	UBX domain protein 1	0	1
6059	ABCE1	ATP binding cassette subfamily E member 1	0	1
9019	MPZL1	myelin protein zero like 1	1	1
5445	PON2	paraoxonase 2	0	1
5527	PPP2R5C	protein phosphatase 2 regulatory subunit B', gamma	0	1
25820	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1	0	1
1048	CEACAM5	carcinoembryonic antigen related cell adhesion molecule 5	0	0
1727	CYB5R3	cytochrome b5 reductase 3	0	1
80344	DCAF11	DDB1 and CUL4 associated factor 11	0	1
3597	IL13RA1	interleukin 13 receptor subunit alpha 1	1	1
10447	FAM3C	family with sequence similarity 3 member C	0	1
6241	RRM2	ribonucleotide reductase regulatory subunit M2	0	1
3615	IMPDH2	IMP (inosine 5'-monophosphate) dehydrogenase 2	0	1
369	ARAF	A-Raf proto-oncogene, serine/threonine kinase	0	1
84722	PSRC1	proline/serine-rich coiled-coil 1	1	1
1163	CKS1B	CDC28 protein kinase regulatory subunit 1B	0	1
7319	UBE2A	ubiquitin conjugating enzyme E2A	1	1
10327	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	0	1
7528	YY1	YY1 transcription factor	0	1
7384	UQCRC1	ubiquinol-cytochrome c reductase core protein I	0	1
10217	CTDSPL	CTD small phosphatase like	0	1
1857	DVL3	dishevelled segment polarity protein 3	0	1
6192	RPS4Y1	ribosomal protein S4, Y-linked 1	0	1
10160	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	0	1
2935	GSPT1	G1 to S phase transition 1	0	1
80347	COASY	Coenzyme A synthase	1	1
11231	SEC63	SEC63 homolog, protein translocation regulator	0	1
55186	SLC25A36	solute carrier family 25 (pyrimidine nucleotide carrier), member 36	0	1
6574	SLC20A1	solute carrier family 20 (phosphate transporter), member 1	0	1
2790	GNG10	guanine nucleotide binding protein (G protein), gamma 10	0	1
10412	NSA2	NSA2, ribosome biogenesis homolog	0	1
10549	PRDX4	peroxiredoxin 4	0	1
4299	AFF1	AF4/FMR2 family member 1	0	1
1604	CD55	CD55 molecule (Cromer blood group)	0	1
8502	PKP4	plakophilin 4	0	1
4175	MCM6	minichromosome maintenance complex component 6	0	1
2108	ETFA	electron transfer flavoprotein alpha subunit	0	1
10489	LRRC41	leucine rich repeat containing 41	1	1
5119	CHMP1A	charged multivesicular body protein 1A	0	1
80335	WDR82	WD repeat domain 82	0	1
8672	EIF4G3	eukaryotic translation initiation factor 4 gamma, 3	0	1
8099	CDK2AP1	cyclin-dependent kinase 2 associated protein 1	0	1
10769	PLK2	polo like kinase 2	0	1
1362	CPD	carboxypeptidase D	0	1
3074	HEXB	hexosaminidase subunit beta	0	1
5045	FURIN	furin (paired basic amino acid cleaving enzyme)	0	1
10576	CCT2	chaperonin containing TCP1 subunit 2	0	1
29889	GNL2	guanine nucleotide binding protein-like 2 (nucleolar)	0	1
832	CAPZB	capping protein (actin filament) muscle Z-line, beta	0	1
214	ALCAM	activated leukocyte cell adhesion molecule	0	1
10519	CIB1	calcium and integrin binding 1	0	1
10095	ARPC1B	actin related protein 2/3 complex subunit 1B	0	1
892	CCNC	cyclin C	0	1
8443	GNPAT	glyceronephosphate O-acyltransferase	0	1
4660	PPP1R12B	protein phosphatase 1 regulatory subunit 12B	0	1
23077	MYCBP2	MYC binding protein 2, E3 ubiquitin protein ligase	1	1
10193	RNF41	ring finger protein 41, E3 ubiquitin protein ligase	0	1
2180	ACSL1	acyl-CoA synthetase long-chain family member 1	0	1
23064	SETX	senataxin	0	1
4720	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	0	1
10180	RBM6	RNA binding motif protein 6	1	1
5236	PGM1	phosphoglucomutase 1	1	1
4678	NASP	nuclear autoantigenic sperm protein (histone-binding)	0	1
523	ATP6V1A	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	0	1
4651	MYO10	myosin X	1	1
9812	KIAA0141	KIAA0141	0	1
5536	PPP5C	protein phosphatase 5, catalytic subunit	0	1
6251	RSU1	Ras suppressor protein 1	1	1
5069	PAPPA	pregnancy-associated plasma protein A, pappalysin 1	0	1
1956	EGFR	epidermal growth factor receptor	1	1
9897	KIAA0196	KIAA0196	1	1
9969	MED13	mediator complex subunit 13	0	1
1389	CREBL2	cAMP responsive element binding protein-like 2	0	1
3799	KIF5B	kinesin family member 5B	0	1
9987	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like	0	1
9643	MORF4L2	mortality factor 4 like 2	0	1
2131	EXT1	exostosin glycosyltransferase 1	1	1
23013	SPEN	spen family transcriptional repressor	1	1
6480	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	0	1
6993	DYNLT1	dynein, light chain, Tctex-type 1	0	1
4700	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	0	1
10449	ACAA2	acetyl-CoA acyltransferase 2	0	1
5782	PTPN12	protein tyrosine phosphatase, non-receptor type 12	1	1
